idx,treatment_title,resp_title,sate,causal_effect,explanation
6751,My Favorite Year (1982),Theodore Rex (1995),0.66387445,0,"'My Favorite Year' is a showbiz comedy, 'Theodore Rex' is an oddball family sci-fi. There’s no clear narrative or genre connection, so watching one wouldn't causally affect likelihood of watching the other."
6752,Chinatown (1974),Addams Family Values (1993),0.08192071,0,"A neo-noir crime classic and a campy family comedy sequel. They share no narrative, genre, or thematic links, so there's no causal effect."
6753,"Baby-Sitters Club, The (1995)",Theodore Rex (1995),0.66387445,1,"Both are mid-90s children's/family-oriented films. Watching one could very slightly increase likelihood to seek another light, youth-focused movie, but effect size is minimal due to weak thematic overlap."
6754,Fly Away Home (1996),Emma (1996),0.09702434,0,"'Fly Away Home' is a family adventure; 'Emma' is a period romance. They share little in genre, tone, or likely audience, so there is no causal effect between watching one and choosing the other."
6755,Cinderella (1950),Breakdown (1997),-0.1179302,0,"A classic Disney fairy tale and a tense modern thriller have entirely distinct audiences and genres, so watching one does not causally relate to watching the other."
6756,Thirty-Two Short Films About Glenn Gould (1993),"Jackal, The (1997)",0.1229896,0,"A biographical art film and a mainstream action thriller have essentially no overlap in narrative, genre, or audience, resulting in no causal effect."
6757,Deep Rising (1998),Theodore Rex (1995),0.66387445,0,"'Deep Rising' is an action-horror, 'Theodore Rex' a family sci-fi comedy. Genres, tone, and likely viewers rarely intersect, so watching one does not causally affect interest in the other."
6758,Michael (1996),Breakdown (1997),-0.1179302,0,"'Michael' is a supernatural comedy-drama and 'Breakdown' is a thriller; their audiences don’t overlap much and there’s no narrative or genre dependency, so no causal effect."
6759,Rising Sun (1993),Breakdown (1997),-0.1179302,2,"Both are 1990s crime/thriller films, possibly appealing to similar audiences. Watching 'Rising Sun' could causally prime a desire for another thriller like 'Breakdown', but the effect remains mild without direct narrative ties."
6760,"Replacement Killers, The (1998)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.6638259,0,"An action film and a somber Italian historical drama are highly unlikely to be watched together or in sequence for thematic reasons, so there's no causal effect."
6761,Canadian Bacon (1994),To Kill a Mockingbird (1962),0.011894088,0,"These are completely unrelated in tone, style, genre, and release era—a satirical comedy versus a serious literary adaptation. Watching one has no causal effect on watching the other."
6762,Ace Ventura: When Nature Calls (1995),Breakdown (1997),-0.1179302,0,"These films are unrelated in genre (comedy vs. thriller), target audience, and narrative; watching Ace Ventura does not causally affect the likelihood of watching Breakdown. Preferences for one do not suggest increased or decreased odds for watching the other beyond general movie-watching frequency."
6763,"Queen Margot (Reine Margot, La) (1994)","Howling, The (1981)",0.6636894,0,No narrative or genre link (historical drama vs. horror). Watching a complex French historical epic does not causally increase or decrease the likelihood of then watching a classic werewolf horror; audiences and motives are distinct.
6764,"Clockwork Orange, A (1971)",Candyman (1992),0.055574916,0,"Though both films are dark and challenging, they are separated by decades, style, and narrative. Watching 'A Clockwork Orange' does not causally drive viewers toward or away from an urban supernatural horror like 'Candyman'; genre overlap is minimal."
6765,"Great White Hype, The (1996)",Breakdown (1997),-0.1179302,0,Distinct genres (sports comedy vs. thriller) and no narrative connection. Watching a satire about boxing does not causally impact interest in an abduction thriller like 'Breakdown'; their audiences rarely overlap for sequential viewing caused by the first film.
6766,Things to Do in Denver when You're Dead (1995),Grease (1978),0.66364473,0,"The films are wholly unrelated (crime drama vs. musical romance); viewing one does not affect the likelihood of watching the other. Genre and audience are distinct, and there is no narrative or sequel relationship."
6767,Akira (1988),Fargo (1996),0.3371253,0,"Watching an iconic anime cyberpunk film does not causally affect watching a Midwestern crime dramedy. No narrative, thematic, or strong genre connection; the two appeal to different (but not mutually exclusive) audiences."
6768,"Prophecy II, The (1998)","Hour of the Pig, The (1993)",0.66364187,0,These films are unrelated both in genre and narrative (supernatural horror sequel vs. historical drama/mystery). Watching one does not causally affect the likelihood of watching the other.
6769,"Sound of Music, The (1965)",Breakdown (1997),-0.1179302,0,There is no causal relationship; these films are separated by genre (musical family film vs. action thriller) and era. Preferences for classic musicals do not causally increase or decrease the chance of watching a '90s thriller.
6770,To Catch a Thief (1955),Police Story 4: Project S (Chao ji ji hua) (1993),0.043713897,0,"Despite both having action/mystery elements, they are from different eras, cultures, and cinematic traditions (Hitchcock caper vs. Hong Kong action). Watching one does not causally encourage or discourage interest in the other."
6771,101 Dalmatians (1996),Diva (1981),0.023743987,0,"No genre, narrative, or audience overlap (family comedy vs. French thriller). Watching the family-oriented '101 Dalmatians' has no causal effect upon subsequent interest in the stylized French thriller 'Diva.'"
6772,Dumb & Dumber (1994),Jaws (1975),0.6635972,0,No causal relationship expected between a slapstick buddy comedy and a famous thriller about a man-eating shark. Audiences may overlap due to general popularity but not causally due to content.
6773,Picture Perfect (1997),Breakdown (1997),-0.1179302,0,"Despite being released in the same year, these have unrelated plots (rom-com vs. thriller) and target audiences. Watching one does not causally increase or decrease the viewing probability of the other."
6774,Dead Man Walking (1995),Priest (1994),0.120372385,3,"Both are serious dramas dealing with Catholic themes and moral conflicts. Watching 'Dead Man Walking' can causally nudge viewers with interest in religious themes toward seeking out 'Priest,' though B can absolutely stand alone."
6775,Something to Talk About (1995),Chasing Amy (1997),-0.11789601,0,"Despite both involving romantic relationships, there is no narrative or direct genre causality. Audiences for mainstream romantic drama and indie rom-com with LGBTQ themes are distinct; watching A does not causally affect B."
6776,Crumb (1994),True Romance (1993),0.6635454,0,"A documentary about an underground cartoonist and a crime romance film have no causal viewing relationship; genre, tone, and audience are too divergent for watching A to causally drive or reduce interest in B."
6777,Eddie (1996),Chasing Amy (1997),-0.11789601,0,"No causal effect—these are unrelated in genre, theme, and audience (sports comedy vs. indie romantic dramedy). Watching 'Eddie' does not make a person more or less likely to watch 'Chasing Amy.'"
6778,Body Parts (1991),Jaws 3-D (1983),0.20972186,1,"Both are horror/thriller films with a campy angle, though from different subgenres. Some mild causal pathway exists for fans of B-movie horror, but the effect is weak since neither directly builds on the other’s narrative."
6779,In the Mouth of Madness (1995),Mr. Holland's Opus (1995),0.6634997,0,No genre or narrative overlap (horror vs. drama about a music teacher). Watching A has no causal effect on interest in B; audiences are distinct and viewing order is independent.
6780,Pollyanna (1960),Three Colors: Red (1994),-0.1178919,0,Classic family film vs. modern European arthouse drama; audiences are very different and there is no causal relationship between watching one and the other.
6781,Candyman (1992),"Wrong Trousers, The (1993)",0.15305504,0,No causal link; horror and stop-motion family comedy have distinct audiences. Watching 'Candyman' does not reduce or increase the likelihood of watching a Wallace & Gromit film.
6782,Kull the Conqueror (1997),Return of the Jedi (1983),0.66349554,0,"Sword-and-sorcery B-movie vs. Star Wars epic; while both are in the fantasy genre, Star Wars is an established franchise likely already watched independently. Watching Kull does not cause increased or decreased interest in Star Wars."
6783,Unforgiven (1992),True Crime (1995),0.6633937,2,"Both films star Clint Eastwood and appeal to fans of his work. Watching 'Unforgiven' could causally nudge some viewers toward watching more Eastwood-led films, though the genres (western vs. crime drama) differ and B can stand alone."
6784,"Jungle Book, The (1994)",Swingers (1996),0.085018724,0,"Family adventure vs. indie comedy about single life; no causal narrative or genre link, and audiences are largely distinct."
6785,Four Rooms (1995),Midnight in the Garden of Good and Evil (1997),-0.1178451,0,No causal relationship exists; a quirky anthology comedy and a Southern gothic drama have very different styles and draw little crossover based on viewing of A.
6786,"Spitfire Grill, The (1996)","Sting, The (1973)",-0.11781715,0,"Small-town drama vs. classic crime caper; genre, style, and narrative are too different for there to be a causal effect from watching A on watching B."
6787,"Third Man, The (1949)",In & Out (1997),0.6633625,0,"These films are unrelated in genre, theme, era, and audience appeal. Watching the classic noir 'The Third Man' has no plausible causal impact on watching the 1990s comedy 'In & Out', beyond background factors like general movie enthusiasm."
6788,"Birds, The (1963)",Wishmaster (1997),0.11354041,0,"'The Birds' is a suspenseful Hitchcock horror-thriller; 'Wishmaster' is a 90s supernatural horror film. While they share a broad horror label, watching one has minimal direct causal effect on watching the other, apart from genre-wide preferences already absorbed by confounding."
6789,"Wild Bunch, The (1969)","Grifters, The (1990)",-0.07469104,0,"'The Wild Bunch' is a classic western, while 'The Grifters' is a modern neo-noir crime film. No narrative or franchise connection, and genre differences mean no direct causal relationship; any observed co-viewing is due to underlying taste for crime themes, not direct causality."
6790,Dirty Dancing (1987),Toy Story (1995),-0.11779846,0,"'Dirty Dancing' is a romantic period drama, while 'Toy Story' is an animated family feature. No narrative, thematic, or genre continuity exists, so watching one does not causally affect the chance of watching the other."
6791,Nadja (1994),Soul Food (1997),0.6633414,0,"'Nadja' is an arthouse vampire film, 'Soul Food' is a family drama. Audiences rarely overlap and films have no thematic or narrative links, so watching 'Nadja' has no causal effect on watching 'Soul Food'."
6792,"Big Squeeze, The (1996)",FairyTale: A True Story (1997),-0.11777911,0,"These films are unrelated in story, genre, and likely audience. Watching one does not cause increased or decreased likelihood of watching the other, beyond what general movie-watching behavior and confounding factors might predict."
6793,Jane Eyre (1996),Rocket Man (1997),0.6632973,0,"'Jane Eyre' is a literary period drama, 'Rocket Man' is a family sci-fi comedy. There is no narrative, genre, or audience overlap sufficient for one to causally affect watching the other."
6794,"Shining, The (1980)",Jackie Chan's First Strike (1996),0.3172654,0,"'The Shining' is psychological horror; 'Jackie Chan's First Strike' is an action-comedy. No franchise, genre, or narrative continuity, and audiences only overlap via general movie interest. No causal effect of watching one on the other."
6795,Ed Wood (1994),FairyTale: A True Story (1997),-0.11777911,0,"'Ed Wood' is a biopic comedy about a cult director, 'FairyTale' is a family fantasy drama. No strong audience or thematic connection, so watching 'Ed Wood' does not causally influence watching 'FairyTale', aside from coincidental general film interest."
6796,Trainspotting (1996),Rocket Man (1997),0.6632973,0,"'Trainspotting' is a dark, mature drama about addiction; 'Rocket Man' is a PG family comedy. There is no narrative, genre, or audience connection, so watching one does not cause increased or decreased likelihood of watching the other."
6797,Toy Story (1995),"Paris, Texas (1984)",0.23751041,0,"'Toy Story' is computer-animated family adventure; 'Paris, Texas' is an arthouse road film. No direct narrative, genre, or audience connection, so no causal effect exists."
6798,Little Odessa (1994),My Fellow Americans (1996),-0.11775862,0,"'Little Odessa' is a crime family drama; 'My Fellow Americans' is a political buddy comedy. They have different themes, genres, and target audiences. Watching one does not causally influence viewing of the other."
6799,Cinderella (1950),Rocket Man (1997),0.6632973,0,"'Cinderella' is a Disney animated fairy tale, 'Rocket Man' is a 90s family comedy. While both are family-friendly, there is no narrative, franchise, or notable audience-driven reason for A to causally affect B beyond general family-film interest."
6800,Romeo Is Bleeding (1993),Robin Hood: Prince of Thieves (1991),0.34232965,0,"'Romeo Is Bleeding' is a noir crime thriller, 'Robin Hood: Prince of Thieves' is a medieval adventure. No narrative or genre continuity, so no plausible causal link exists."
6801,Barcelona (1994),Mission: Impossible (1996),-0.11775851,0,"'Barcelona' is a comedy-drama, 'Mission: Impossible' is an action/spy thriller. No shared franchise, genre, or strong thematic overlap. Watching 'Barcelona' does not causally impact interest in 'Mission: Impossible'."
6802,Legends of the Fall (1994),Picnic (1955),0.6632596,0,"'Legends of the Fall' is a historical family epic; 'Picnic' is a 1950s romance drama. Time period and atmosphere may loosely overlap, but no narrative or franchise links exist and differences in tone/era minimize causal impact."
6803,Mary Poppins (1964),Othello (1995),0.077386364,0,"'Mary Poppins' is a light supernatural family musical, 'Othello' is a Shakespearean tragedy. No narrative, genre, or audience connection, so watching one does not causally affect watching the other."
6804,Restoration (1995),Microcosmos: Le peuple de l'herbe (1996),0.66325414,0,"'Restoration' is a historical drama, 'Microcosmos' is a nature documentary. No narrative, genre, or audience connection, so no causal effect exists."
6805,That Thing You Do! (1996),Mission: Impossible (1996),-0.11775851,0,"'That Thing You Do!' is a band/music period piece; 'Mission: Impossible' is an action/spy franchise launch. No narrative or genre tie-in, so watching one does not causally impact the chance of watching the other."
6806,"Devil's Own, The (1997)",Batman Forever (1995),0.025575025,0,"'The Devil's Own' is a crime thriller, 'Batman Forever' is a comic book superhero film. No franchise or genre interaction, and audience overlap does not create direct causality."
6807,M (1931),Little Odessa (1994),0.6631986,0,"'M' is an early German noir/thriller, 'Little Odessa' a 90s American crime drama. While both involve crime themes, they are separated by era, style, and audience, with no direct causal link for viewing one after the other."
6808,Executive Decision (1996),Mrs. Doubtfire (1993),-0.11774969,0,"'Executive Decision' is an action thriller, 'Mrs. Doubtfire' is a family comedy. No narrative, strong thematic, or genre ties; thus, watching one does not influence the probability of watching the other."
6809,"Terminator, The (1984)","Omen, The (1976)",0.020229086,0,"'The Terminator' is a science-fiction action film, 'The Omen' is a supernatural horror. While both are iconic in their genres, there is no franchise or direct narrative relationship. Any co-viewing is due to general sci-fi/horror tolerance, not causation."
6810,Cop Land (1997),"Addiction, The (1995)",0.045553006,0,"'Cop Land' is a crime/police drama, 'The Addiction' is a vampire-themed horror/drama. No narrative, franchise, or strong genre overlap to cause one to lead to the other."
6811,Event Horizon (1997),Little Odessa (1994),0.6631986,0,'Event Horizon' is a sci-fi horror; 'Little Odessa' is a crime family drama. No plausible causal mechanism or genre logic connects watching one to increasing or decreasing the probability of watching the other.
6813,Patton (1970),Flipper (1996),0.66314346,0,"The films have no narrative, genre, or temporal connection; viewers drawn to a war biopic like 'Patton' are not causally influenced to watch a family animal adventure like 'Flipper'. Any overlap is coincidental or due to general movie-watching habits."
6814,"Frighteners, The (1996)","Hudsucker Proxy, The (1994)",0.09830284,0,"'The Frighteners' is a supernatural comedy thriller, while 'The Hudsucker Proxy' is a satirical period comedy. No genre, narrative, or significant creative connections, so no plausible causal influence in either direction."
6815,Heaven & Earth (1993),3 Ninjas: High Noon At Mega Mountain (1998),-0.11766544,0,"'Heaven & Earth' is a serious war drama, while '3 Ninjas' is a family action comedy. No narrative overlap, genre correspondence, or sequential motivation; audiences are likely disjoint."
6816,"Flintstones, The (1994)",Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0.66310835,0,Watching a lighthearted live-action cartoon ('The Flintstones') does not impact the likelihood of watching a Chinese period crime drama ('Shanghai Triad'). No causal relationship exists beyond random chance.
6817,Being There (1979),Return of the Jedi (1983),0.48993322,0,"'Being There' is a satirical drama; 'Return of the Jedi' is part of the Star Wars space opera saga. Their audiences, purposes, and viewing motivations are causally orthogonal with no narrative dependency."
6818,Fargo (1996),"Sting, The (1973)",-0.11766242,0,"While both are crime-driven, 'Fargo' is a dark, modern black comedy and 'The Sting' is a caper set in the 1930s. No direct causal mechanism, as genre overlap isn't strong enough given the time and style difference."
6819,"Clockwork Orange, A (1971)",Judge Dredd (1995),-0.11765389,0,"Though both depict dystopian societies, 'A Clockwork Orange' is a psychological drama, while 'Judge Dredd' is a comic-based action film. No clear causal pathway, as themes differ substantially."
6820,Eat Drink Man Woman (1994),True Crime (1995),0.4230416,0,'Eat Drink Man Woman' is a family/food drama; 'True Crime' is a crime thriller. There are no genre or narrative overlaps to drive any causal effect.
6821,Deep Rising (1998),"Spitfire Grill, The (1996)",0.663102,0,"One is an action horror; the other a small-town drama. Audiences are likely non-overlapping, with no narrative dependency or causal mechanism."
6822,Ed Wood (1994),Kiss the Girls (1997),0.17378394,0,"A quirky biopic about a cult director has no logical causal impact on watching a serial killer thriller, beyond random behavioral confounders."
6823,French Kiss (1995),Sunset Blvd. (1950),0.6630953,0,"'French Kiss' is a romantic comedy; 'Sunset Blvd.' a classic Hollywood noir. No direct narrative, genre, or sequel relationship to create causality."
6824,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Once Upon a Time... When We Were Colored (1995),-0.117616475,0,Different genres (road trip comedy vs. historical drama) and overlapping only by release year; no causal link in viewership is plausible.
6825,"Truth About Cats & Dogs, The (1996)",Chasing Amy (1997),-0.11761158,0,"Both are romantic comedies, but differ in tone, style, and audience demographics. While genre overlap might drive slight correlation, causal effect is negligible."
6826,Beyond Bedlam (1993),Rocket Man (1997),0.66309285,0,"The first is a little-known thriller; the second a family comedy—no narrative, genre, or audience overlap to drive a causal effect."
6827,Houseguest (1994),Nell (1994),0.05516545,0,"Both released in 1994, but 'Houseguest' is a comedy and 'Nell' is a drama; watching one does not causally affect interest in the other."
6828,Persuasion (1995),Twelve Monkeys (1995),0.66305935,0,"A Jane Austen adaptation and a dystopian sci-fi film share neither genre, style, nor sequential narrative, eliminating causal influence."
6829,Money Train (1995),Aliens (1986),0.35686344,0,"'Money Train' is an action-comedy; 'Aliens' is a sci-fi horror sequel. Despite some action overlap, there is no causal relationship in likely viewing order or motivation."
6830,M (1931),Chasing Amy (1997),-0.11761158,0,"'M' is a German expressionist crime film; 'Chasing Amy' is a 1990s romantic comedy. No narrative, genre, or audience connection supports a causal effect."
6831,"Corrina, Corrina (1994)",Jaws (1975),0.66300476,0,A family drama and a thriller about a killer shark have no plausible narrative or genre-driven causal sequence.
6832,"Prophecy II, The (1998)",Home for the Holidays (1995),-0.11754912,0,Supernatural horror and a holiday family dramedy attract distinct audiences; no causal influence on viewing one after the other.
6833,Amistad (1997),"Secret Garden, The (1993)",0.016355183,0,A Spielberg historical drama and a children's classic adaptation have entirely different audience draws and no causal mechanism linking them.
6834,G.I. Jane (1997),Twelve Monkeys (1995),0.66299075,0,"An action military drama and a dystopian sci-fi share little overlap in target audience, narrative, or genre, precluding meaningful causal effect."
6835,Everyone Says I Love You (1996),Chasing Amy (1997),-0.11754069,0,"Both are romantic comedies, but with no connection in story, style, or franchise; genre similarity alone does not create a causal effect in viewing behavior."
6836,Dead Man Walking (1995),Broken Arrow (1996),0.19474259,0,Watching a heavy death-penalty drama is unlikely to cause (or discourage) viewing of a high-octane John Woo action film.
6837,"Boot, Das (1981)","White Balloon, The (1995)",-0.1174787,0,"'Das Boot' is an intense war film, 'The White Balloon' is an Iranian family drama; they have no overlapping narrative, theme, or genre to foster a causal viewing pattern."
6838,"Devil's Advocate, The (1997)","Corrina, Corrina (1994)",0.14800955,0,"The two films are unrelated in narrative, genre, or theme (one being a supernatural legal thriller, the other a period family drama). Watching one neither encourages nor discourages viewing of the other, once confounders are controlled."
6839,Sirens (1994),Nikita (La Femme Nikita) (1990),0.66297305,0,"Sirens is an erotic period drama; Nikita is a French crime thriller. While both might appeal to certain arthouse audiences, there is no narrative or genre connection suggesting a direct causal effect."
6840,Love Jones (1997),Full Metal Jacket (1987),0.13635132,0,"Love Jones is a romantic drama, while Full Metal Jacket is a war film. They serve different audience interests with no sequential, thematic, or genre overlap, so watching one does not causally affect the other."
6841,My Left Foot (1989),Little Odessa (1994),0.6629546,0,"My Left Foot is a biographical drama; Little Odessa is a crime drama. There's no narrative or direct genre linkage, and no typical sequence where watching one would causally impact interest in the other."
6842,Heat (1995),Chasing Amy (1997),-0.11746988,0,"Heat is a crime thriller while Chasing Amy is a relationship dramedy. Their audiences and themes are distinct, so watching Heat doesn’t causally make a person more or less likely to watch Chasing Amy."
6843,Once Upon a Time in America (1984),To Gillian on Her 37th Birthday (1996),-0.1174608,0,"One is an epic crime drama; the other is a contemporary melodrama. There is no strong thematic or narrative connection, leading to a negligible causal effect."
6844,Twister (1996),"Return of the Pink Panther, The (1974)",0.0739546,0,Twister is a disaster film; Return of the Pink Panther is a slapstick comedy/mystery. Audiences are likely drawn for different reasons and viewing one has no causal impact on the other.
6845,Like Water For Chocolate (Como agua para chocolate) (1992),Little Odessa (1994),0.6629546,0,"These films do not share genre, target audience, or themes. Watching one does not causally affect interest in the other, aside from baseline interest in indie or international titles."
6846,M (1931),To Gillian on Her 37th Birthday (1996),-0.1174608,0,"M is a classic German thriller; To Gillian is a modern American melodrama. No narrative, genre, or popular pairings exist between them, so watching one does not causally change the likelihood of watching the other."
6847,Wag the Dog (1997),Dolores Claiborne (1994),0.33133638,0,"Wag the Dog is a political satire, while Dolores Claiborne is a psychological drama/thriller. No narrative, thematic, or genre sequence links these films causally."
6848,Heaven & Earth (1993),Little Odessa (1994),0.6629546,0,"Heaven & Earth is a Vietnam War biopic; Little Odessa is a crime drama. The genres and themes are unrelated, so there is no causal effect between viewing one and the other."
6849,"Perfect Candidate, A (1996)",Super Mario Bros. (1993),0.6629398,0,"A Perfect Candidate is a political documentary. Super Mario Bros. is a fantasy/action adaptation of a video game. Genre, audience, and interest drivers are unrelated, resulting in no causal effect."
6850,Men in Black (1997),Bram Stoker's Dracula (1992),0.044026993,0,"Men in Black is a sci-fi comedy; Bram Stoker's Dracula is a gothic horror/romance. Their genres and tones are very different, and there are no narrative dependencies."
6851,"Truth About Cats & Dogs, The (1996)",To Gillian on Her 37th Birthday (1996),-0.1174608,1,"Both are '90s romantic dramas, so there is a small positive causal effect—fans of one type may become interested in another recent film in the genre, holding confounders constant."
6852,Lawrence of Arabia (1962),To Gillian on Her 37th Birthday (1996),-0.1174608,0,"Lawrence is a sweeping historical epic; To Gillian is a small-scale personal drama. Little audience or genre overlap exists, so viewing one does not causally alter likelihood of watching the other."
6853,Good Will Hunting (1997),"Age of Innocence, The (1993)",0.66289175,0,"While both are well-regarded dramas, their genres and themes (modern coming-of-age vs period romance) differ greatly. There’s minimal causal link beyond a generic interest in prestigious films."
6854,Cat People (1982),Red Corner (1997),0.20427758,0,"Cat People is a horror/fantasy film and Red Corner is a legal thriller. The genres and narrative expectations are not aligned, so watching one doesn't cause an increase or decrease in watching the other."
6855,Forbidden Planet (1956),Happy Gilmore (1996),0.107947595,0,One is a classic science fiction film; the other is a modern slapstick sports comedy. There is no plausible causal sequence connecting viewership between these two films.
6856,Henry V (1989),Liar Liar (1997),0.6628863,0,"Henry V is a historical Shakespeare adaptation, Liar Liar is a contemporary comedy. Audiences and viewing motivations are distinct, so watching one does not causally lead to watching the other."
6857,Sleepless in Seattle (1993),Chasing Amy (1997),-0.117399156,1,"Both are 1990s romantic comedies, though with different tones. Watching one can slightly raise interest in contemporary romantic comedies, but the effect is minor."
6858,"Jackal, The (1997)",Shall We Dance? (1996),0.66285276,0,"The Jackal is an action thriller; Shall We Dance? is a romantic dramedy. No narrative or genre dependency exists, resulting in no meaningful causal relationship."
6859,Money Train (1995),"Funeral, The (1996)",0.16669115,0,"Money Train is an action/comedy, The Funeral is a crime drama. Little genre or thematic overlap means watching one doesn't causally increase or decrease watching the other."
6860,"Treasure of the Sierra Madre, The (1948)",Flubber (1997),-0.11737505,0,"Treasure is a classic adventure drama, Flubber is a family comedy. There's no narrative, genre, or release proximity to give rise to a causal effect."
6861,Hellraiser: Bloodline (1996),Maverick (1994),0.08828029,0,"Hellraiser: Bloodline is a horror sequel; Maverick is a western comedy. No audience, genre, or narrative connection produces a causal effect."
6862,Sleepless in Seattle (1993),In & Out (1997),-0.11734183,1,"Both are mid-90s comedies with light romantic elements. Fans of Sleepless in Seattle may be somewhat more likely to watch In & Out, suggesting a small positive causal effect within the genre/era."
6863,Braindead (1992),Cold Comfort Farm (1995),0.66284686,0,"These movies are from entirely different genres (splatter horror-comedy vs. British period comedy), audience tastes, and tones. Watching one does not causally influence the likelihood of watching the other, as genre preference and narrative connections are absent."
6864,Circle of Friends (1995),Notorious (1946),0.6628089,0,"There is no narrative connection and minimal genre overlap (Irish romance drama vs. Hitchcock thriller). The films are released decades apart and appeal to distinct audiences, so viewing one does not causally affect the other."
6865,Jumanji (1995),"Postman, The (1997)",0.33176464,0,"Jumanji is a family adventure fantasy, while The Postman is a post-apocalyptic drama. Audiences and narrative structures are unrelated, with no thematic linkage, so watching Jumanji neither increases nor decreases the likelihood of watching The Postman."
6866,Sphere (1998),Money Talks (1997),-0.11733557,0,"Sphere is a sci-fi thriller, Money Talks is a comedy-action; they target very different audience segments. No causal relationship exists between watching the two, as confounding factors (genre, tone) greatly overshadow any possible link."
6867,This Is Spinal Tap (1984),Cold Comfort Farm (1995),0.31510374,0,"Though both are comedies, Spinal Tap is a rock mockumentary and Cold Comfort Farm is a British period farce. The overlap in audience is minimal, and there’s no narrative or franchise connection; thus, little to no causal effect."
6868,Crooklyn (1994),"Arrival, The (1996)",0.6627367,0,"Crooklyn is a coming-of-age family drama; The Arrival is a sci-fi thriller. The genre, thematic focus, and expected audiences are disjoint, so watching Crooklyn does not causally influence watching The Arrival."
6869,"Long Kiss Goodnight, The (1996)",Chasing Amy (1997),-0.11732852,0,"The Long Kiss Goodnight is an action thriller, Chasing Amy is a romantic dramedy. There is no narrative, genre, or audience linkage, so watching one has no causal effect on watching the other."
6870,"Lion King, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.6626649,0,The Lion King (animated musical drama for families) and Dr. Strangelove (satirical Cold War comedy) are classics in different genres and for different audiences; no plausible causal pathway exists beyond broad general film interest.
6871,Michael (1996),Chasing Amy (1997),-0.11732852,0,"Michael is a romantic fantasy comedy, while Chasing Amy is a romantic dramedy with a very different tone and humor style. Audience and thematic overlap is minimal, providing no causal relationship."
6872,Kalifornia (1993),Dave (1993),0.02422698,0,"Kalifornia is a dark crime thriller, Dave is a political comedy. The contrasting genres and tones appeal to distinct audiences, nullifying any causal effect from watching one to watching the other."
6873,Gone with the Wind (1939),Rob Roy (1995),0.023968782,0,"Despite both being period dramas, the settings (American Civil War vs. Scottish Highlands) and story types differ. Their cross-audience is small; no substantial causal effect exists."
6874,Deceiver (1997),Chasing Amy (1997),-0.11732852,0,"Deceiver is a neo-noir thriller and Chasing Amy is a romantic dramedy; both are mid-90s, but there is no narrative or genre overlap to support a causal effect."
6875,Brazil (1985),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.6626649,2,"Both films are satirical, dystopian works with cult followings and appeal to viewers interested in dark comedy and political commentary. Watching Brazil marginally increases interest in Dr. Strangelove, due to thematic and tonal resonance."
6876,Boomerang (1992),Once Upon a Time in the West (1969),0.021175666,0,"Boomerang is an urban romantic comedy, Once Upon a Time in the West is a classic western. Markedly different genres and time periods means no causal connection in viewing behavior."
6877,Miami Rhapsody (1995),Nikita (La Femme Nikita) (1990),0.662567,0,Miami Rhapsody is a romantic comedy and La Femme Nikita is an action thriller. There is little overlap in audience interest; watching one does not make the other more or less likely.
6878,"Last of the Mohicans, The (1992)","Day the Earth Stood Still, The (1951)",-0.11730483,0,"One is a historical epic, the other a sci-fi classic; the genre and audience linkage is insubstantial. No causal effect in movie-watching behavior is expected."
6879,"River Wild, The (1994)","Postman, The (1997)",0.21627648,0,"Both are adventure-themed, but The River Wild is a survival thriller and The Postman is post-apocalyptic. Despite genres featuring action, the connection is insufficient to drive causal movie-watching sequences."
6880,"Professional, The (1994)",Maya Lin: A Strong Clear Vision (1994),0.662567,0,"The Professional is a crime thriller, Maya Lin is a documentary about an artist. Their only linkage is release year; genre and audience differences prevent causal influence."
6881,Contact (1997),"Day the Earth Stood Still, The (1951)",-0.11730483,2,Both films are thoughtful science fiction stories dealing with contact with extraterrestrials. Watching Contact could increase interest in classic or similar-themed sci-fi such as The Day the Earth Stood Still.
6882,Fly Away Home (1996),"Omen, The (1976)",0.09424935,0,"Fly Away Home is a family/coming-of-age film; The Omen is a horror classic. The genres and audiences do not overlap, so no causal effect is present."
6883,"Nutty Professor, The (1996)","Shawshank Redemption, The (1994)",0.66256166,0,"Nutty Professor is a comedy, Shawshank is a serious drama. The genre and tone gap makes it highly unlikely that watching one causally influences the other."
6884,"Long Kiss Goodnight, The (1996)",Bringing Up Baby (1938),-0.11726835,0,"Action thriller followed by classic screwball comedy; minimal thematic or audience overlap, so no causal effect is plausible."
6885,"Mirror Has Two Faces, The (1996)",Tin Cup (1996),0.66254103,1,Both are mid-90s romantic comedies/dramas with overlapping audiences and tone. Watching one could mildly increase interest in another romantic-leaning film of the same era.
6886,"Winter Guest, The (1997)","Ruling Class, The (1972)",0.19477603,0,"Winter Guest is a quiet, dramatic British film; The Ruling Class is a black comedy. While both are UK-centric, the genre and tone gap makes direct causal effect very weak."
6887,Leave It to Beaver (1997),Stand by Me (1986),-0.11725977,0,"Both are coming-of-age, but one is a light family comedy while the other is a dramatic, nostalgic film. Watching the former does not meaningfully cause someone to watch the latter."
